"Carimbo de data/hora";"ID da resposta";"Endereço de e-mail";"Qual é a sua idade (em anos)?";"Quantos dispositivos eletrônicos você possui (celular, notebook, tablet, smartwatch etc.)?";"Quantas horas por dia você usa a internet?";"Quantas horas por dia você passa em redes sociais?";"Quantos aplicativos de redes sociais você tem instalados no celular?";"Há quantos anos você possui um smartphone?";"Quanto você gasta, em média por mês, com assinaturas ou serviços de tecnologia, em R$?";"Com que idade você começou a usar a internet?";"Quantas horas de sono você perde, em média por semana, por causa do uso de tecnologia à noite?";"Quantas vezes você trocou sua senha de e-mail ou redes sociais no último ano?";"Qual é o seu gênero?";"Qual é a sua escolaridade?";"Você utiliza alguma ferramenta de Inteligência Artificial?";"Qual ferramenta de IA você mais utiliza?";"Com que frequência você utiliza ferramentas de IA?";"Para qual finalidade você mais utiliza IA?";"Você confia nas informações geradas por ferramentas de IA?";"Você acredita que a IA vai substituir empregos humanos no futuro?";"Você sente que depende da tecnologia ou do celular para realizar tarefas do dia a dia?";"Você já usou a tecnologia para enganar ou prejudicar alguém?";"Você já foi vítima de algum golpe ou fraude digital?";"Você utiliza autenticação de dois fatores nas suas contas online?";"Você já compartilhou informações sem verificar se eram verdadeiras?";"Qual sistema operacional de celular você utiliza?";"Você acredita que a tecnologia trouxe mais benefícios do que malefícios para a sociedade?"
"03/09/2026 22:53:00";"R0540";"respondente0540@example.invalid";"50";"8";"17,8";"5,5";"8";"16";"138,43";"39";"8,8";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Sim";"Não";"Não";"Android";"Discordo"
"03/09/2026 23:00:00";"R0541";"respondente0541@example.invalid";"57";"5";"21,5";"7,8";"1";"1";"139,8";"17";"10,5";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 23:07:00";"R0542";"respondente0542@example.invalid";"21";"2";"3,7";"10,1";"4";"11";"141,17";"20";"0,1";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"03/09/2026 23:14:00";"R0543";"respondente0543@example.invalid";"28";"7";"7,4";"0,3";"7";"11";"142,54";"10";"1,8";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"03/09/2026 23:21:00";"R0544";"respondente0544@example.invalid";"35";"4";"11,1";"2,6";"10";"16";"143,91";"8";"3,5";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"03/09/2026 23:28:00";"R0545";"respondente0545@example.invalid";"42";"1";"14,8";"4,9";"3";"1";"145,28";"32";"5,2";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"03/09/2026 23:35:00";"R0546";"respondente0546@example.invalid";"49";"6";"18,5";"7,2";"6";"6";"146,65";"16";"6,9";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"03/09/2026 23:42:00";"R0547";"respondente0547@example.invalid";"56";"3";"22,2";"9,5";"9";"11";"148,02";"44";"8,6";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"Outro";"Concordo"
"03/09/2026 23:49:00";"R0548";"respondente0548@example.invalid";"20";"8";"4,4";"11,8";"2";"6";"149,39";"7";"10,3";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"03/09/2026 23:56:00";"R0549";"respondente0549@example.invalid";"27";"5";"8,1";"2";"5";"4";"150,76";"5";"12";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 00:03:00";"R0550";"respondente0550@example.invalid";"34";"2";"11,8";"4,3";"8";"6";"152,13";"12";"1,6";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 00:10:00";"R0551";"respondente0551@example.invalid";"41";"7";"15,5";"6,6";"1";"11";"153,5";"7";"3,3";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 00:17:00";"R0552";"respondente0552@example.invalid";"48";"4";"19,2";"8,9";"4";"16";"154,87";"46";"5";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 00:24:00";"R0553";"respondente0553@example.invalid";"55";"1";"22,9";"11,2";"7";"1";"156,24";"27";"6,7";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 00:31:00";"R0554";"respondente0554@example.invalid";"19";"6";"5,1";"1,4";"10";"3";"157,61";"12";"8,4";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Não";"Sim";"Android";"Concordo"
"04/09/2026 00:38:00";"R0555";"respondente0555@example.invalid";"26";"3";"8,8";"3,7";"3";"3";"158,98";"9";"10,1";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 00:45:00";"R0556";"respondente0556@example.invalid";"33";"8";"12,5";"6";"6";"16";"160,35";"6";"11,8";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 00:52:00";"R0557";"respondente0557@example.invalid";"40";"5";"16,2";"8,3";"9";"1";"161,72";"31";"1,4";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 00:59:00";"R0558";"respondente0558@example.invalid";"47";"2";"19,9";"10,6";"2";"6";"163,09";"42";"3,1";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 01:06:00";"R0559";"respondente0559@example.invalid";"54";"7";"2,1";"0,8";"5";"11";"164,46";"18";"4,8";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 01:13:00";"R0560";"respondente0560@example.invalid";"18";"4";"5,8";"3,1";"8";"4";"165,83";"5";"6,5";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"04/09/2026 01:20:00";"R0561";"respondente0561@example.invalid";"25";"1";"9,5";"5,4";"1";"11";"167,2";"5";"8,2";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Sim";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 01:27:00";"R0562";"respondente0562@example.invalid";"32";"6";"13,2";"7,7";"4";"6";"168,57";"20";"9,9";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 01:34:00";"R0563";"respondente0563@example.invalid";"39";"3";"16,9";"10";"7";"11";"169,94";"33";"11,6";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 01:41:00";"R0564";"respondente0564@example.invalid";"46";"8";"20,6";"0,2";"10";"16";"171,31";"7";"1,2";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 01:48:00";"R0565";"respondente0565@example.invalid";"53";"5";"2,8";"2,5";"3";"1";"172,68";"17";"2,9";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 01:55:00";"R0566";"respondente0566@example.invalid";"60";"2";"6,5";"4,8";"6";"6";"174,05";"5";"4,6";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";;"Não";"Sim";"Android";"Concordo"
"04/09/2026 02:02:00";"R0567";"respondente0567@example.invalid";"24";"7";"10,2";"7,1";"9";"3";"175,42";"18";"6,3";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 02:09:00";"R0568";"respondente0568@example.invalid";"31";"4";"13,9";"9,4";"2";"16";"176,79";"28";"8";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Sim";"Sim";"Não";"Android";"Neutro"
"04/09/2026 02:16:00";"R0569";"respondente0569@example.invalid";"38";"1";"17,6";"11,7";"5";"1";"178,16";"16";"9,7";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 02:23:00";"R0570";"respondente0570@example.invalid";"45";"6";"21,3";"1,9";"8";"6";"179,53";"24";"11,4";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 02:30:00";"R0571";"respondente0571@example.invalid";"52";"3";"3,5";"4,2";"1";"11";"180,9";"24";"1";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 02:37:00";"R0572";"respondente0572@example.invalid";"59";"8";"7,2";"6,5";"4";"16";"182,27";"22";"2,7";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"04/09/2026 02:44:00";"R0573";"respondente0573@example.invalid";"23";"5";"10,9";"8,8";"7";"1";"183,64";"15";"4,4";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 02:51:00";"R0574";"respondente0574@example.invalid";"30";"2";"14,6";"11,1";"10";"6";"185,01";"8";"6,1";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 02:58:00";"R0575";"respondente0575@example.invalid";"37";"7";"18,3";"1,3";"3";"11";"186,38";"15";"7,8";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 03:05:00";"R0576";"respondente0576@example.invalid";"44";"4";"22";"3,6";"6";"16";"187,75";"12";"9,5";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 03:12:00";"R0577";"respondente0577@example.invalid";"51";"1";"4,2";"5,9";"9";"1";"189,12";"39";"11,2";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 03:19:00";"R0578";"respondente0578@example.invalid";"58";"6";"7,9";"8,2";"2";"6";"190,49";"45";"0,8";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"04/09/2026 03:26:00";"R0579";"respondente0579@example.invalid";"22";"3";"11,6";"10,5";"5";"11";"191,86";"5";"2,5";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 03:33:00";"R0580";"respondente0580@example.invalid";"29";"8";"15,3";"0,7";"8";"8";"193,23";"14";"4,2";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 03:40:00";"R0581";"respondente0581@example.invalid";"36";"5";"19";"3";"1";"1";"194,6";"30";"5,9";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 03:47:00";"R0582";"respondente0582@example.invalid";"43";"2";"22,7";"5,3";"4";"6";"195,97";"12";"7,6";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 03:54:00";"R0583";"respondente0583@example.invalid";"50";"7";"4,9";"7,6";"7";"11";;"17";"9,3";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 04:01:00";"R0584";"respondente0584@example.invalid";"57";"4";"8,6";"9,9";"10";"16";"198,71";"22";"11";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"04/09/2026 04:08:00";"R0585";"respondente0585@example.invalid";"21";"1";"12,3";"0,1";"3";"6";"200,08";"13";"0,6";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 04:15:00";"R0586";"respondente0586@example.invalid";"28";"6";"16";"2,4";"6";"10";"201,45";"23";"2,3";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 04:22:00";"R0587";"respondente0587@example.invalid";"35";"3";"19,7";"4,7";"9";"11";"202,82";"31";"4";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 04:29:00";"R0588";"respondente0588@example.invalid";"42";"8";"1,9";"7";"2";"16";"204,19";"24";"5,7";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 04:36:00";"R0589";"respondente0589@example.invalid";"49";"5";"5,6";"9,3";"5";"1";"205,56";"5";"7,4";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 04:43:00";"R0590";"respondente0590@example.invalid";"56";"2";"9,3";"11,6";"8";"6";"206,93";"7";"9,1";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"04/09/2026 04:50:00";"R0591";"respondente0591@example.invalid";"20";"7";"13";"1,8";"1";"1";"208,3";"15";"10,8";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 04:57:00";"R0592";"respondente0592@example.invalid";"27";"4";"16,7";"4,1";"4";"15";"209,67";"16";"0,4";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 05:04:00";"R0593";"respondente0593@example.invalid";"34";"1";"20,4";"6,4";"7";"1";"211,04";"21";"2,1";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 05:11:00";"R0594";"respondente0594@example.invalid";"41";"6";"2,6";"8,7";"10";"6";"212,41";"12";"3,8";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 05:18:00";"R0595";"respondente0595@example.invalid";"48";"3";"6,3";"11";"3";"11";"213,78";"46";"5,5";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 05:25:00";"R0596";"respondente0596@example.invalid";"55";"8";"10";"1,2";"6";"16";"215,15";"50";"7,2";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Sim";"Não";"Sim";"Android";"Neutro"
"04/09/2026 05:32:00";"R0597";"respondente0597@example.invalid";"19";"5";"13,7";"3,5";"9";"2";"216,52";"9";"8,9";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 05:39:00";"R0598";"respondente0598@example.invalid";"26";"2";"17,4";"5,8";"2";"10";"217,89";"20";"10,6";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 05:46:00";"R0599";"respondente0599@example.invalid";"33";"7";"21,1";"8,1";"5";"11";"219,26";"31";"0,2";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 05:53:00";"R0600";"respondente0600@example.invalid";"40";"4";"3,3";"10,4";"8";"16";"220,63";"14";"1,9";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 06:00:00";"R0601";"respondente0601@example.invalid";"47";"1";"7";"0,6";"1";"1";"222";"11";"3,6";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 06:07:00";"R0602";"respondente0602@example.invalid";"54";"6";"10,7";"2,9";"4";"6";"223,37";"50";"5,3";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"04/09/2026 06:14:00";"R0603";"respondente0603@example.invalid";"18";"3";"14,4";"5,2";"7";"3";"224,74";"10";"7";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Sim";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 06:21:00";"R0604";"respondente0604@example.invalid";"25";"8";"18,1";"7,5";"10";"1";"226,11";"18";"8,7";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 06:28:00";"R0605";"respondente0605@example.invalid";"32";"5";"21,8";"9,8";"3";"1";"227,48";"7";"10,4";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 06:35:00";"R0606";"respondente0606@example.invalid";"39";"2";"4";"0";"6";"6";"228,85";"30";"0";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 06:42:00";"R0607";"respondente0607@example.invalid";"46";"7";"7,7";"2,3";"9";"11";"230,22";"29";"1,7";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 06:49:00";"R0608";"respondente0608@example.invalid";"53";"4";"11,4";"4,6";"2";"16";"231,59";"10";"3,4";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"04/09/2026 06:56:00";"R0609";"respondente0609@example.invalid";"60";"1";"15,1";"6,9";"5";"1";"232,96";"38";"5,1";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 07:03:00";"R0610";"respondente0610@example.invalid";"24";"6";"18,8";"9,2";"8";"8";"234,33";"16";"6,8";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 07:10:00";"R0611";"respondente0611@example.invalid";"31";"3";"22,5";"11,5";"1";"11";"235,7";"7";"8,5";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"04/09/2026 07:17:00";"R0612";"respondente0612@example.invalid";"38";"8";"4,7";"1,7";"4";"16";"237,07";"27";"10,2";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 07:24:00";"R0613";"respondente0613@example.invalid";"45";"5";"8,4";"4";"7";"1";"238,44";"17";"11,9";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 07:31:00";"R0614";"respondente0614@example.invalid";"52";"2";"12,1";"6,3";"10";"6";"239,81";"27";"1,5";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"04/09/2026 07:38:00";"R0615";"respondente0615@example.invalid";"59";"7";"15,8";"8,6";"3";"11";"241,18";"9";"3,2";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 07:45:00";"R0616";"respondente0616@example.invalid";"23";"4";"19,5";"10,9";"6";"8";"242,55";"20";"4,9";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 07:52:00";"R0617";"respondente0617@example.invalid";"30";"1";"1,7";"1,1";"9";"1";"243,92";"6";"6,6";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Sim";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 07:59:00";"R0618";"respondente0618@example.invalid";"37";"6";"5,4";"3,4";"2";"6";"245,29";"8";"8,3";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 08:06:00";"R0619";"respondente0619@example.invalid";"44";"3";"9,1";"5,7";"5";"11";"246,66";"17";"10";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
